Wind_turbine_name;Date_time;Ba_avg;Ba_min;Ba_max;Ba_std;Rt_avg;Rt_min;Rt_max;Rt_std;DCs_avg;DCs_min;DCs_max;DCs_std;Cm_avg;Cm_min;Cm_max;Cm_std;P_avg;P_min;P_max;P_std;Q_avg;Q_min;Q_max;Q_std;S_avg;S_min;S_max;S_std;Cosphi_avg;Cosphi_min;Cosphi_max;Cosphi_std;Ds_avg;Ds_min;Ds_max;Ds_std;Db1t_avg;Db1t_min;Db1t_max;Db1t_std;Db2t_avg;Db2t_min;Db2t_max;Db2t_std;Dst_avg;Dst_min;Dst_max;Dst_std;Gb1t_avg;Gb1t_min;Gb1t_max;Gb1t_std;Gb2t_avg;Gb2t_min;Gb2t_max;Gb2t_std;Git_avg;Git_min;Git_max;Git_std;Gost_avg;Gost_min;Gost_max;Gost_std;Ya_avg;Ya_min;Ya_max;Ya_std;Yt_avg;Yt_min;Yt_max;Yt_std;Ws1_avg;Ws1_min;Ws1_max;Ws1_std;Ws2_avg;Ws2_min;Ws2_max;Ws2_std;Ws_avg;Ws_min;Ws_max;Ws_std;Wa_avg;Wa_min;Wa_max;Wa_std;Va1_avg;Va1_min;Va1_max;Va1_std;Va2_avg;Va2_min;Va2_max;Va2_std;Va_avg;Va_min;Va_max;Va_std;Ot_avg;Ot_min;Ot_max;Ot_std;Nf_avg;Nf_min;Nf_max;Nf_std;Nu_avg;Nu_min;Nu_max;Nu_std;Rs_avg;Rs_min;Rs_max;Rs_std;Rbt_avg;Rbt_min;Rbt_max;Rbt_std;Rm_avg;Rm_min;Rm_max;Rm_std;Pas_avg;Pas_min;Pas_max;Pas_std;Wa_c_avg;Wa_c_min;Wa_c_max;Wa_c_std;Na_c_avg;Na_c_min;Na_c_max;Na_c_std
R80711;2018-01-12T16:10:00-06:00;-0.99;-0.99;-0.99;0.0;13.01;13.0;13.54;0.05;1102.72;1040.45;1183.81;42.54;1395.69;1213.56;1654.52;126.26;130.64;95.51;174.14;21.44;17.74;10.87;20.85;1.49;131.92;96.33;175.13;21.32;0.99;1.0;0.98;0.0;1101.79;1039.42;1182.87;42.58;34.91;33.85;35.9;0.5;32.64;32.1;33.2;0.28;53.48;52.2;54.65;0.42;62.74;62.5;63.05;0.08;62.77;62.1;63.2;0.29;55.61;55.4;56.05;0.08;56.44;56.25;56.65;0.08;55.98;55.98;55.98;0.0;21.83;20.8;22.55;0.48;4.96;4.01;6.05;0.4;5.15;3.85;6.73;0.39;5.05;4.03;6.34;0.36;70.24;26.97;111.05;10.75;14.24;-29.01;55.07;10.75;14.24;-29.01;55.07;10.75;;;;;3.82;3.7;3.9;0.04;50.0;49.95;50.07;0.03;704.11;702.14;706.45;0.94;10.49;9.88;11.27;0.41;23.26;23.1;23.35;0.07;1126.87;872.52;1408.33;139.8;;;;;;;;;;;;
R80711;2018-01-12T16:40:00-06:00;0.03;-0.49;0.5;0.26;13.09;13.0;14.0;0.2;970.98;968.23;974.47;1.26;510.73;243.91;753.54;120.99;20.98;-3.06;45.92;11.91;3.04;-1.03;8.43;2.89;21.54;0.29;46.22;11.75;1.0;1.0;1.0;0.0;969.95;967.14;973.44;1.24;39.07;38.35;39.8;0.35;35.9;35.2;36.6;0.34;59.09;57.45;60.7;0.66;60.3;59.9;60.6;0.15;58.65;58.2;59.0;0.14;55.11;54.9;55.4;0.09;56.03;55.8;56.2;0.05;55.98;55.98;55.98;0.0;23.87;23.6;24.1;0.16;3.47;2.62;4.52;0.32;3.63;2.87;4.61;0.32;3.55;2.84;4.38;0.3;56.71;350.09;129.65;15.81;0.75;-65.88;73.67;15.81;0.75;-65.88;73.67;15.81;;;;;2.98;2.8;3.3;0.13;50.02;50.0;50.04;0.01;701.05;699.25;702.29;0.53;9.23;9.18;9.27;0.02;23.34;23.3;23.4;0.04;206.54;-30.39;451.41;117.2;;;;;;;;;;;;
R80711;2018-01-01T00:30:00-06:00;-0.94;-0.99;0.75;0.21;16.02;16.0;17.0;0.11;1751.43;1518.6;1836.38;68.86;4630.57;2556.97;10827.0;1622.94;851.27;395.6;2041.14;320.93;37.78;-2.96;90.58;18.35;852.45;397.65;2041.14;320.56;1.0;1.0;0.99;0.0;1750.78;1517.88;1835.82;68.89;28.11;26.65;30.15;1.02;30.99;30.1;32.1;0.58;54.24;53.35;55.4;0.38;77.31;76.6;78.45;0.38;79.73;79.3;80.3;0.22;65.61;64.6;66.55;0.37;70.53;70.25;70.85;0.1;217.32;217.32;217.32;0.0;18.02;12.9;21.1;2.19;8.25;4.93;12.9;1.47;7.85;5.14;13.36;1.38;8.05;5.17;13.06;1.4;211.66;184.56;254.42;10.35;-5.62;-32.76;37.1;10.35;-5.62;-32.76;37.1;10.35;;;;;5.8;5.7;5.85;0.01;50.0;49.97;50.02;0.01;711.72;710.06;713.86;0.72;16.71;14.47;17.54;0.66;28.98;28.8;29.1;0.12;4605.28;2468.21;10773.1;1628.24;;;;;;;;;;;;
R80711;2018-01-01T00:40:00-06:00;-0.91;-0.99;0.74;0.26;16.0;16.0;16.0;0.0;1782.85;1565.84;1826.42;50.72;6056.23;2761.18;10732.8;1793.33;1131.01;453.27;2023.6;345.78;32.97;-7.02;105.47;19.6;1132.01;464.77;2023.61;344.64;1.0;1.0;0.97;0.0;1782.23;1565.09;1825.95;50.75;32.15;30.0;34.15;1.18;33.01;32.0;34.0;0.54;57.18;54.7;58.8;0.91;79.52;78.4;80.35;0.39;80.81;80.1;81.2;0.28;66.79;66.25;67.4;0.21;71.14;70.75;71.5;0.16;217.32;217.32;217.32;0.0;22.96;21.1;24.3;0.82;9.22;5.13;14.34;1.69;8.83;4.86;14.28;1.58;9.02;5.02;14.31;1.61;214.49;189.72;260.39;9.89;-2.8;-27.6;43.07;9.89;-2.8;-27.6;43.07;9.89;;;;;5.86;5.8;5.9;0.04;50.01;49.99;50.02;0.01;713.14;711.33;715.02;0.67;17.01;14.92;17.45;0.49;29.23;29.1;29.35;0.09;6033.19;2729.03;10665.9;1787.45;;;;;;;;;;;;
R80711;2018-01-01T01:20:00-06:00;-0.79;-1.0;1.13;0.39;16.0;16.0;16.0;0.0;1798.78;1759.91;1832.55;10.47;7271.11;3854.42;10940.5;1620.33;1362.93;723.44;2065.59;302.41;46.01;-0.06;84.47;17.84;1363.93;726.87;2066.24;301.93;1.0;1.0;0.99;0.0;1798.2;1759.2;1832.15;10.48;40.48;38.7;42.2;0.91;36.66;35.8;37.45;0.43;66.57;65.5;67.6;0.37;80.81;80.2;81.3;0.23;81.84;81.7;82.1;0.09;66.45;65.9;66.9;0.13;72.08;71.8;72.4;0.1;205.43;198.66;217.32;7.63;16.73;15.2;18.6;0.94;9.96;6.07;14.72;1.68;9.74;5.88;14.51;1.52;9.85;5.98;14.61;1.57;216.05;179.17;242.71;9.98;4.2;-32.65;35.45;12.5;4.2;-32.65;35.45;12.5;;;;;5.82;5.8;5.9;0.04;50.01;50.0;50.03;0.01;714.48;712.33;717.43;1.0;17.16;16.78;17.48;0.1;29.67;29.6;29.8;0.05;7236.84;3857.33;10881.2;1602.99;;;;;;;;;;;;
R80711;2018-01-01T03:10:00-06:00;-0.53;-1.0;7.88;1.48;16.0;16.0;16.0;0.0;1775.02;1558.61;1844.6;53.35;6104.46;2739.75;10982.0;2388.02;1135.97;442.54;2098.74;457.91;63.13;-18.07;130.65;37.15;1139.53;458.13;2098.85;454.93;1.0;1.0;0.97;0.01;1774.39;1557.84;1844.11;53.38;27.31;27.0;27.65;0.11;30.27;30.1;30.4;0.06;58.61;56.15;59.95;0.81;78.96;77.35;79.8;0.59;80.62;79.8;80.9;0.2;65.12;64.25;65.65;0.26;70.86;70.25;71.3;0.22;197.76;196.46;208.54;3.63;12.28;12.2;12.4;0.04;9.41;5.85;14.62;1.93;9.11;5.2;13.62;1.82;9.26;5.61;13.99;1.84;209.65;152.82;241.37;13.76;1.01;-43.64;43.89;14.29;1.01;-43.64;43.89;14.29;;;;;6.35;6.2;6.45;0.08;50.01;49.97;50.03;0.01;698.53;694.37;706.29;3.17;16.93;14.85;17.61;0.51;29.0;28.9;29.05;0.01;6073.89;2697.5;10884.1;2372.83;;;;;;;;;;;;
R80711;2018-01-01T03:40:00-06:00;0.08;-1.0;7.02;1.78;16.0;16.0;16.0;0.0;1790.91;1688.37;1857.71;26.27;7876.01;3198.79;10973.0;2416.71;1475.26;568.3;2115.1;456.67;54.51;-11.19;134.43;37.29;1477.6;578.03;2115.14;453.88;1.0;1.0;0.98;0.01;1790.28;1687.7;1857.23;26.28;30.1;27.9;32.4;1.22;31.55;30.6;32.6;0.55;59.47;56.9;61.15;1.05;80.45;79.5;81.05;0.43;81.0;80.4;81.5;0.28;66.68;65.6;67.4;0.42;71.2;70.7;71.65;0.21;186.1;185.49;192.07;1.88;21.57;18.9;23.4;1.38;10.89;5.58;15.01;1.96;10.33;5.9;14.23;1.85;10.61;5.9;14.56;1.88;181.18;146.89;218.88;9.76;-4.26;-38.6;33.39;10.1;-4.26;-38.6;33.39;10.1;;;;;6.46;6.4;6.6;0.05;49.99;49.97;50.02;0.01;705.4;702.37;707.91;0.96;17.09;16.09;17.75;0.25;29.04;28.8;29.2;0.06;7849.59;3193.96;10893.7;2389.84;;;;;;;;;;;;
R80711;2018-01-01T05:00:00-06:00;4.56;-0.99;12.95;3.76;16.0;16.0;16.0;0.0;1799.46;1737.24;1891.38;26.42;10564.8;7511.55;11000.9;734.82;1980.08;1397.84;2156.93;145.72;70.85;35.19;112.54;17.41;1981.46;1401.44;2157.45;145.24;1.0;1.0;1.0;0.0;1798.82;1736.57;1890.62;26.44;31.36;30.95;31.8;0.14;33.74;33.5;34.0;0.07;73.09;72.0;74.05;0.35;82.4;82.1;82.7;0.09;82.74;82.5;82.9;0.08;67.62;67.2;68.2;0.17;73.38;73.0;73.65;0.1;171.22;171.22;171.22;0.0;13.06;12.9;13.2;0.11;13.4;8.83;19.98;1.91;12.95;8.43;18.61;1.77;13.18;8.68;19.29;1.8;173.39;139.42;214.29;9.08;2.18;-31.8;43.07;9.08;2.18;-31.8;43.07;9.08;;;;;5.8;5.6;5.9;0.04;50.0;49.98;50.03;0.01;702.15;700.24;704.05;0.81;17.17;16.57;18.06;0.25;29.09;29.0;29.1;0.02;10508.7;7492.42;10910.2;724.65;;;;;;;;;;;;
R80711;2018-01-01T05:10:00-06:00;3.27;-0.99;12.12;3.94;16.0;16.0;16.0;0.0;1799.63;1743.35;1868.05;22.76;9983.35;5980.15;10985.1;1359.97;1871.5;1104.95;2126.57;259.78;62.5;14.4;123.66;23.3;1872.8;1106.79;2127.8;259.05;1.0;1.0;0.99;0.0;1798.98;1742.71;1867.54;22.78;31.08;30.75;31.4;0.12;33.94;33.7;34.1;0.09;73.47;72.4;74.6;0.36;82.39;82.05;82.8;0.14;82.85;82.8;83.0;0.04;67.71;67.1;68.2;0.16;73.55;73.2;73.85;0.09;171.22;171.22;171.22;0.0;12.87;12.8;12.9;0.04;12.77;8.31;17.5;1.86;12.43;8.48;16.39;1.71;12.6;8.42;16.79;1.74;174.47;144.83;207.36;10.26;3.25;-26.39;36.14;10.26;3.25;-26.39;36.14;10.26;;;;;5.57;5.5;5.8;0.07;50.0;49.98;50.02;0.01;701.92;699.37;704.46;0.9;17.17;16.64;17.86;0.22;29.02;29.0;29.1;0.03;9929.57;5936.83;10902.1;1343.99;;;;;;;;;;;;
R80711;2018-01-01T05:30:00-06:00;9.96;0.88;19.97;4.13;16.0;16.0;16.0;0.0;1801.46;1723.71;1916.72;33.05;10773.9;7665.44;10998.6;457.34;2021.66;1428.44;2184.23;97.77;80.69;10.44;113.58;19.4;2023.38;1432.26;2185.43;97.35;1.0;1.0;1.0;0.0;1800.82;1723.02;1916.26;33.08;30.84;30.6;31.05;0.1;34.22;34.05;34.4;0.09;74.67;73.4;75.75;0.45;82.88;82.5;83.2;0.1;83.19;82.9;83.45;0.09;68.34;67.8;68.9;0.21;74.02;73.7;74.3;0.11;171.22;171.22;171.22;0.0;12.62;12.5;12.8;0.09;15.62;9.36;21.52;2.34;15.24;8.13;20.73;2.27;15.43;8.77;20.87;2.27;176.4;147.39;213.12;9.77;5.2;-23.83;41.9;9.77;5.2;-23.83;41.9;9.77;;;;;4.61;4.5;4.9;0.1;50.0;49.98;50.02;0.01;703.31;700.94;705.44;0.81;17.19;16.43;18.31;0.32;29.0;29.0;29.0;0.0;10718.7;7647.26;10915.2;450.94;;;;;;;;;;;;
R80711;2018-01-01T05:40:00-06:00;8.81;0.5;17.45;3.89;16.0;16.0;16.0;0.0;1802.12;1742.58;1914.86;26.97;10663.4;7267.89;10991.7;635.22;2002.19;1359.28;2183.74;127.31;81.05;29.1;116.27;15.67;2003.92;1362.75;2184.03;126.89;1.0;1.0;1.0;0.0;1801.47;1741.84;1914.35;26.99;30.85;30.5;31.1;0.11;34.39;34.1;34.6;0.07;75.66;74.75;76.55;0.34;83.14;82.85;83.4;0.07;83.44;83.2;83.6;0.06;68.61;68.1;69.35;0.19;74.28;74.0;74.7;0.11;171.22;171.22;171.22;0.0;12.33;12.2;12.55;0.08;14.96;9.54;20.89;2.2;14.6;9.64;19.91;2.06;14.78;9.67;20.07;2.1;176.56;154.91;205.16;8.22;5.36;-16.31;33.94;8.22;5.36;-16.31;33.94;8.22;;;;;4.5;4.4;4.7;0.02;50.01;49.98;50.04;0.01;704.85;703.03;706.53;0.64;17.19;16.59;18.3;0.26;28.92;28.8;29.0;0.08;10611.3;7257.11;10921.4;629.64;;;;;;;;;;;;
R80711;2018-01-01T06:00:00-06:00;8.1;-0.99;17.88;5.23;16.0;16.0;16.0;0.0;1801.75;1711.64;1892.22;30.5;10512.1;6115.4;10998.8;1016.43;1973.36;1139.06;2156.84;196.45;79.52;8.87;113.12;18.25;1975.11;1143.62;2157.79;195.83;1.0;1.0;0.99;0.0;1801.1;1710.86;1891.65;30.52;30.87;30.6;31.15;0.1;34.67;34.6;34.9;0.05;76.36;75.35;77.3;0.39;83.24;82.7;83.7;0.18;83.71;83.5;83.9;0.09;68.82;68.25;69.5;0.23;74.64;74.3;74.9;0.13;171.22;171.22;171.22;0.0;12.12;12.0;12.2;0.09;14.82;7.12;21.14;2.71;14.34;7.62;20.39;2.52;14.58;7.58;20.62;2.58;174.51;153.3;202.14;8.67;3.33;-17.92;30.92;8.67;3.33;-17.92;30.92;8.67;;;;;4.5;4.4;4.6;0.02;50.02;50.01;50.04;0.01;707.58;705.64;710.4;1.15;17.19;16.3;18.07;0.29;28.8;28.75;28.8;0.0;10460.1;6092.04;10921.3;1005.76;;;;;;;;;;;;
R80711;2018-01-01T06:50:00-06:00;12.7;5.38;20.13;3.05;15.63;15.0;16.0;0.41;1801.08;1732.77;1903.94;32.27;10684.2;8970.83;10838.1;181.13;2004.95;1631.2;2142.1;56.89;80.21;23.69;114.53;14.78;2006.62;1634.18;2143.42;56.65;1.0;1.0;1.0;0.0;1800.4;1732.12;1903.42;32.3;31.0;30.6;31.3;0.11;35.15;34.9;35.4;0.06;76.62;75.7;77.35;0.28;83.58;83.3;83.9;0.09;84.1;83.75;84.25;0.09;69.12;68.6;70.0;0.2;75.19;74.95;75.45;0.06;182.19;182.19;182.19;0.0;12.13;12.0;12.3;0.09;18.26;11.98;23.53;2.18;17.09;11.07;22.14;2.03;17.68;11.86;22.83;2.08;177.1;151.46;200.66;6.32;-5.09;-30.73;18.46;6.32;-5.09;-30.73;18.46;6.32;;;;;4.34;4.1;4.5;0.13;50.02;50.0;50.04;0.01;716.78;713.56;719.22;0.99;17.18;16.54;18.18;0.31;28.63;28.5;28.7;0.07;10632.9;8911.71;10771.2;181.64;;;;;;;;;;;;
R80711;2018-01-01T07:10:00-06:00;11.03;3.5;19.78;4.11;15.1;15.0;16.0;0.24;1802.37;1723.84;1912.3;32.55;10482.8;7238.79;10798.5;599.62;1969.01;1355.28;2138.31;123.28;82.69;45.95;113.99;12.04;1970.82;1360.06;2139.6;122.77;1.0;1.0;1.0;0.0;1801.69;1723.0;1911.73;32.57;31.16;30.9;31.4;0.1;35.28;35.15;35.5;0.08;76.65;75.9;77.3;0.25;83.46;83.2;83.7;0.08;84.11;83.85;84.25;0.08;69.06;68.5;69.8;0.18;75.22;74.8;75.5;0.06;182.19;182.19;182.19;0.0;12.01;11.9;12.2;0.05;17.13;9.77;23.86;3.04;16.06;8.28;22.54;2.72;16.59;9.03;23.2;2.86;177.1;132.78;210.99;8.95;-5.1;-49.41;28.79;8.95;-5.1;-49.41;28.79;8.95;;;;;4.54;4.4;4.7;0.08;50.01;49.99;50.03;0.01;708.62;707.21;710.04;0.58;17.2;16.41;18.27;0.31;28.53;28.5;28.7;0.06;10433.8;7245.83;10729.1;592.21;;;;;;;;;;;;
R80711;2018-01-01T07:30:00-06:00;9.8;3.5;19.57;4.17;15.22;15.0;16.0;0.39;1803.24;1726.56;1904.49;30.53;10071.0;4760.18;10597.1;962.63;1893.21;881.34;2094.88;188.13;92.34;62.8;124.01;9.0;1895.57;889.95;2096.64;187.34;1.0;1.0;0.99;0.0;1802.52;1725.8;1903.76;30.55;31.29;31.0;31.6;0.09;35.4;35.2;35.6;0.04;76.58;75.45;77.55;0.4;83.74;83.3;84.15;0.22;84.37;84.2;84.5;0.1;69.34;68.3;70.4;0.47;75.46;75.05;75.7;0.1;184.88;169.02;189.88;8.05;11.99;11.9;12.2;0.06;16.08;8.67;23.01;2.74;15.12;7.43;21.21;2.63;15.6;8.6;21.89;2.65;177.05;158.48;214.39;9.46;-4.06;-31.12;34.85;13.2;-4.06;-31.12;34.85;13.2;;;;;4.47;4.2;4.7;0.11;50.0;49.98;50.02;0.01;706.08;704.65;707.4;0.48;17.2;16.49;18.17;0.29;28.42;28.4;28.5;0.03;10026.6;4752.71;10552.3;955.46;;;;;;;;;;;;
R80711;2018-01-01T07:50:00-06:00;11.22;3.5;21.9;5.0;15.0;15.0;15.0;0.0;1802.28;1720.29;1932.58;33.56;10152.0;7670.98;10452.4;504.1;1907.56;1424.66;2093.84;108.21;86.77;56.13;116.49;10.75;1909.59;1428.88;2095.44;107.82;1.0;1.0;1.0;0.0;1801.55;1719.48;1931.93;33.58;31.27;31.05;31.6;0.09;35.39;35.2;35.5;0.05;76.08;75.25;77.05;0.29;83.75;83.5;83.95;0.1;84.33;84.25;84.5;0.06;69.54;68.95;70.3;0.28;75.53;75.25;75.7;0.06;181.1;181.1;181.1;0.0;11.8;11.7;11.9;0.09;16.75;9.86;24.71;3.08;15.81;9.08;23.69;2.97;16.28;9.67;23.9;3.01;178.93;149.34;208.84;8.68;-2.14;-31.76;27.74;8.68;-2.14;-31.76;27.74;8.68;;;;;4.02;3.85;4.1;0.09;49.98;49.96;50.0;0.01;706.11;705.03;707.27;0.37;17.2;16.4;18.46;0.32;28.4;28.3;28.4;0.01;10108.8;7658.56;10394.7;500.85;;;;;;;;;;;;
R80711;2018-01-01T08:20:00-06:00;10.33;3.5;17.94;3.46;15.0;15.0;15.0;0.0;1802.37;1733.49;1889.66;29.84;10266.8;8086.86;10458.7;365.06;1928.91;1506.12;2051.15;82.09;85.69;42.78;114.51;11.05;1930.85;1509.77;2052.8;81.89;1.0;1.0;1.0;0.0;1801.64;1732.66;1889.1;29.87;31.01;30.75;31.3;0.09;35.04;34.9;35.15;0.07;75.34;74.75;76.1;0.25;83.52;83.3;83.7;0.07;84.28;84.2;84.4;0.03;69.24;68.55;69.8;0.15;75.5;75.3;75.8;0.07;181.1;181.1;181.1;0.0;11.65;11.5;11.8;0.05;16.56;10.97;23.45;2.35;15.44;9.75;21.54;2.14;16.0;10.54;22.48;2.22;175.35;150.86;214.67;7.59;-5.75;-30.23;33.57;7.59;-5.75;-30.23;33.57;7.59;;;;;4.08;3.9;4.2;0.1;49.97;49.94;50.01;0.01;704.69;703.64;706.4;0.4;17.2;16.52;18.06;0.29;28.35;28.2;28.4;0.06;10222.2;8058.64;10404.6;363.47;;;;;;;;;;;;
R80711;2018-01-01T08:40:00-06:00;11.04;-0.44;19.13;3.77;15.0;15.0;15.0;0.0;1801.37;1723.97;1919.53;31.47;10205.3;7912.15;10355.4;196.37;1916.54;1462.03;2060.43;53.68;90.58;65.06;109.17;7.24;1918.7;1465.35;2062.04;53.53;1.0;1.0;1.0;0.0;1800.65;1723.09;1919.06;31.5;30.83;30.55;31.1;0.09;34.84;34.7;35.0;0.08;75.07;74.3;75.95;0.25;83.79;83.35;84.45;0.12;84.46;84.15;84.6;0.07;69.82;69.2;70.45;0.22;75.65;75.4;75.9;0.09;181.1;181.1;181.1;0.0;11.67;11.6;11.9;0.06;15.8;10.5;21.55;2.26;15.19;9.84;20.76;2.13;15.49;10.4;21.04;2.17;184.05;155.22;211.62;8.69;2.94;-25.88;30.52;8.69;2.94;-25.88;30.52;8.69;;;;;4.78;4.5;5.0;0.19;49.99;49.97;50.01;0.01;705.83;704.79;706.77;0.32;17.19;16.44;18.34;0.3;28.2;28.1;28.2;0.0;10163.1;7895.94;10290.9;194.21;;;;;;;;;;;;
R80711;2018-01-01T09:00:00-06:00;6.36;-0.99;16.3;4.89;15.0;15.0;15.0;0.0;1753.87;1532.26;1923.55;95.21;9727.68;6792.41;10995.8;749.33;1780.41;1259.27;2055.76;208.63;95.64;64.92;122.74;10.09;1783.11;1265.12;2057.12;207.84;1.0;1.0;0.99;0.0;1753.13;1531.45;1923.02;95.26;30.84;30.6;31.15;0.1;34.92;34.7;35.1;0.07;73.67;72.55;74.5;0.3;83.45;82.4;83.8;0.29;84.35;83.7;84.5;0.16;69.55;69.1;70.05;0.18;75.6;74.65;75.9;0.09;189.88;189.88;189.88;0.0;11.9;11.8;12.0;0.02;13.85;8.24;22.2;2.35;13.36;7.92;20.71;2.23;13.6;8.28;21.46;2.26;192.88;151.67;230.26;10.81;3.02;-38.21;40.38;10.81;3.02;-38.21;40.38;10.81;;;;;5.21;5.1;5.3;0.03;49.99;49.96;50.02;0.02;704.46;703.23;705.68;0.48;16.73;14.59;18.36;0.91;28.13;28.0;28.2;0.07;9672.43;6784.69;10895.2;758.92;;;;;;;;;;;;
R80711;2018-01-01T10:20:00-06:00;5.04;-0.99;13.44;3.47;15.0;15.0;15.0;0.0;1800.65;1750.24;1883.88;27.32;10063.1;5521.82;10421.2;734.17;1889.16;1019.55;2038.7;145.81;87.42;50.24;136.77;11.84;1891.27;1028.25;2039.82;145.19;1.0;1.0;0.99;0.0;1799.92;1749.45;1883.27;27.33;30.14;29.9;30.4;0.08;34.1;34.0;34.3;0.04;72.8;72.0;73.55;0.28;83.53;83.3;83.85;0.09;84.29;84.2;84.5;0.03;69.39;69.05;69.95;0.18;75.53;75.25;75.9;0.06;211.83;211.83;211.83;0.0;11.88;11.7;11.9;0.05;13.97;9.09;20.44;1.86;13.18;8.72;19.59;1.69;13.58;9.1;20.01;1.74;208.48;176.2;238.3;8.58;-3.37;-35.62;26.47;8.58;-3.37;-35.62;26.47;8.58;;;;;4.97;4.9;5.1;0.04;50.0;49.98;50.02;0.01;700.13;698.94;701.36;0.42;17.18;16.69;17.98;0.26;28.4;28.4;28.4;0.0;10020.0;5514.28;10375.9;729.55;;;;;;;;;;;;
